,title,comment,score
3662,good app problem need internet cinnect even use local phone call option,good app problem need internet cinnect even use local phone call option,5
3663,love rebtel,first time using got 707 minutes pounds,5
3664,rates really high call ghana,noticed rates compared services high plz somethin bout else stop using,2
3665,love company ive already invited friends use international calls,like rebtel relatively cheap sometimes offers free calls customers another reason like company ive never encountered failure disappointment,5
3666,good service,new customer used service several times time got question received quick detailed reply addition connection iran excellent,5
3667,outstanding,outstanding network easy connectyion clear reception comfortable persistent ringing dialled local line line actually switched prefere tells line line switched,5
3668,neat service,useful make international callscan used make wifi non wifi calls,5
3669,best site call usa india,tried lots calling cards sites calling usa india found rebtelcom best cheapest site call one best thing like site dial numbers direct name calling cards site type long numbers make call call contact number phone computer course rates awesome defiantly give star rebtelcom please try without fear,5
3670,rebtel whole life,sister lives norway live us keeping touch get expensive skype awesome means chained computer conversation found rebtel wow prices excellent pick phone call anytime logging computer wow revolutionized relationship feels like old times could pick phone give ring thank rebtel,5
3671,excellent,excellent application,5
3672,inexpensive effectivewill continue use rebtel,yes would recommend site everyone,5
3673,outstanding,love rebtel gives good connections inexpensive international calling,5
3674,quick fast clear,get fast good line,4
3675,rebtel getting worse keku better,signed rebtel like month ago raised price ghana 169 cent 239 cent come soon competition keku still 199 cent whats catch lose,2
3676,call quality surpasses conventional phone carriers,great quality good customer service precise billing services never less comes service industry always room improvement case rebtel would billing second would great stride company,4
3677,fantastic plan,like convenience like idea using local number call international line love recommends friends uses card time buy card scratch card put pin number plan get touch friends family two block thing like clear think talking street love already recommended lot friends,5
3678,opinion satisfied client,i´ll objective emmigrant wants communication family cuba since canada tried sooooo many web sites put money fraud along came rebtel oh god well i´ll say nothing try you´ll remember,5
3679,dream came life rebtel,imagined could simple way phone cards instead fumbling cards worst still dial many numbers missed digit start rebtel bingo,4
3680,wowww,interestingfantastic fascinating experience ive last monthjust awesome fabulous,5
3681,love keeping touch friends cameroon,like price idea local number unfortunately voice clarity good overall would recommend friends,4
3682,easy peasy,good value money easy use hassle easy recharge account balance lowhighly recomended,5
3683,rate raised bought credits,rate raised day bought credits,2
3684,super cheap international calls,clear cheap convenient,5
3685,rebtel great,hommie need try manrebtel best cheap goes ok price,5
3686,services splendid,rebtel helped save lot looking back daily international calls visavis cost amazing incredibly good,5
3687,great value rip offwonderful service,show companies prove rip merchants,5
3688,great quality quick service,nice use rebtel easy use support people helpful,5
3689,good add minutes,reseau perfect add minutes satisfied thanks,4
3690,rebtel way go cheap reliable,great rebtel says cheap reliable,5
3691,excellent,found new jewel named rebtel good worth reliable pocket friendly,5
3692,go ahead make day,like way rebtel allows dial internationally without dial dialed dialed,4
3693,love services,keep giving better service recommended services two people continue,5
3694,rebtel awsome,fully satisfied rebtel service able talk family often,5
3695,clear,talking person theres static thats good keep good work,5
3696,gppd service though need work one connection dialing cost,like service really dont like need dial get hold person want call also dont reach caller money deducted balance thats good thing,3
3697,really bad faith liar,told share rebtel get 10 free credit least friends register rebtel account referral code make payments get free credit,1
3698,make calls nigeria cheaper,say enjoy servicesthe ease smooth pacei appreciatethe thing solicite calls rates nigeria come cheaper nowwe appreciate itwe love guys,5
3699,communiquer,simple et transparent,5
3700,good value money,pratical economical really happy good way giving call,5
3701,rebtel good,excellent services used rebtel 2yrs ago came us use rebtel anytime us,5
3702,best way call cuba,call quality best clear great connection also put number website country code city code phone number give local phone number dial instead numbers great makes life easier cause dont worry stuff,5
3703,promise fulfilled,introduced rebtel dear wifeeverything promised behalf rebtel fulfilledlow rateseasy connections etc,4
3704,rebtel voip good service honest price,recommend rebtel good service honest price make frequent business phone connections brazil caribbean vice versa,5
3705,good,poor service,1
3706,cheap comercial,warmly recommend enjoy best price call family ever located almost local call price rebtel,5
3707,like much,helping much love itthe cost text cheap thank rebtel fo thisin opinion il say short love,5
3708,life truly good rebtel,best low cost telecommunications service ive enjoyed since ive visiting united states,5
3709,good response consumers,nice response trouble,5
3710,easy reliable,quality call excellent easy set use,5
3711,cheap,rebtel cheap 15 min £7 vat let know guys start providing true value money thanks,2
3712,excellent,awsome excellent,5
3713,good stuff cheap phone calls thai mobiles,deffo recomend cheap mobile calls 10 10,5
3714,clear line,recommend service coz sufficient clear plus fast dialing numbers back home five rating give five,5
3715,think ok good sound quality,since started rebtel found ok regard sound qualitybutit better log option rebtel software cases somebody use share computer creates waste age money expose secret third party,4
3716,excellent system,great service local calling system fantasticyou actually make one call connected party would recommend rebtel anyone needing make international calls,5
3717,one best among calling plans,calling internationally via rebtel best plan could find compared calling cards touch single dial button able connect relatives thousands miles away deserve olympic gold medal excellence satisfaction,4
3718,unbelievable quality price efficiency,truely unbelievable quality price efficiency,5
3719,great service,love service would highly recommend everyone looking easy international calling card,5
3720,good better skype phone call,good application,4
3721,service ok,sometimes call many times connect,3
3722,great service clear voice,rebtel offer excellent opportunity stay touch friends business away home,5
3723,exceptional performance,excellent service made holiday worthwhilemy problem time difference allows little time sleep receiving making callssubscribers also assisted slight downward review rates please keep good job,5
3724,unquestionable clarity international calls call rate high compared providers,question clarity international calls call rate high also get local number call internationally phone makes easy call abroad,3
3725,still charge change free calls,still charge change free calls balance try hang make free call possible whilst credit,3
3726,excellent audio quality without interruption conversation,far used rebtel last two months found quite pleasant talk either friends relatives customers abroad service connectivity audio quality found excellent never local service providers india,5
3727,relatively cheap calls good voice clarity,rebtel provides cheaper alternative traditional calls still expensive compared evolving voip call facilities also stands clarity,4
3728,love,love wondering rates jamaica london austrillia could lower connection call quality great another thing get credit getting someone sign,4
3729,rebtel goog,rebtel good dail number given individual number goes immediately ill recommend friends,5
3730,like much,worth would find convenient use dont need go look around calling cards calling cards get less minutes use thank rebtel communications country minutes use,5
3731,easy affordable way reaching,convienience economical,5
3732,best way call home,unique practical servicewithout doubt better using calling cards,5
3733,great service,ive using service iran liked fact rates flat tehran cities cellphone landline also convenient assigning local number contact make one straight call instead two step call five start,5
3734,think super,really recommend cheap easy use,5
3735,making international call easy,easy cheap,5
3736,easy cheap convenient,rebtel makes easy call family world touch button cheap,4
3737,loooovvvee rebtel,rebtel easy use cheap saves lot,5
3738,strongly recommend,used international calls every time really satisfied service prices also,5
3739,good joint rebtel thanks,im looking friends joint rebtelbut problem im good use computer however im still strugling hard,5
3740,rebtel fairly good service reasonable price,fairly good experience using rebtel service tome works rest time unknown reasons destinations reached wish details use service guidance rebtel log account,4
3741,good service,totally satisfied one concern ie rate could bit lesser,4
3742,good,services good however cost credit top expensive value added tax compare buy top corner shop overseas caller phone companies,5
3743,cost high per minute rwanda calling,really enjoy using rebtel doesnt anymore going buy calling card stores times closed id like make call,5
3744,great system ive tried several believe hassle,omg western union phone time blows others way enter password 75 million times love system,5
3745,rebtel reliable effective,case rebtel facilitated communication family cuba strong clear signal time cheap service world kind,5
3746,good dimes last 20 minutes,tried companies rebtel least expensive convenient one like local call fast easy clear,5
3747,really good creative needs improvement,really good creative needs improvement,4
3748,good,call quality good sound clear,5
3749,good,wonderful nice,4
3750,would like service cheaper would like kind rewards program,kind points sistem costumers rewarded free minutes amount minutes use month,4
3751,recommendable,fast dependable,5
3752,far good enjoying using rebtel,far good enjoying using rebtel,4
3753,reliable easy use,automatic refill credit convenient quality communication quite good reasonable price,5
3754,excelent,dont speak englishbut want say website best choice four internet callstoo truthly four coustumersits magnifybye,5
3755,service works,cheap works every time efficient,4
3756,calling family away never easier affordable,love rebtel good rates also easier calling cards much affordable never steal minutes money great service highly recomend rebtel,5
3757,excellent service,excellent service,5
3758,good,cause husband start un account invitation never received de 10 bonus think bad,2
3759,good excelent,person listen talk clearly neati recommend company anyone try see results best,5
3760,phone call without stress,good friend experienced cheapest international mobile call nigeria try rebtel regret,5
3761,husband important human life right,work live haiti must visit usa least month time husband yet come tot states must keep daily contact rebtel makes possible us talk daily gave stars ease rebtel process recommended site many thing improve upon make sure dial local number always connects us correct number times connects wrong number happens parents try call haiti thank,5
3762,rebtel wonderful experience,hi,4
3763,lines absolutly perfect,hey bet like try rebtel using lines clear land line bet wont regret trying plus calling rates really low,5
3764,convenient easy best rates,usually buy calling cards regular basis call mother haiti cast add moved different town got harder find calling cards good rates used skype bill internationally rate higher brother recommended service gave try havent looked back ever since,5
3765,good system save money phone calls overseas,easy use good prices need internet mobile phone,4
3766,realiable service,need make international calls service multiplatform wifi enabled apps value money love,4
3767,good enough suit mobile telecommunications needs,try rebtel powerful software communicate family friends abroad,4
3768,exellent service international calls,good voice clarity easy affordable saving lot international calls,5
3769,life saving phone service,searched everywhere long distance phone service could call husband tanzaniai concerned going online service took chance im glad fantastic service get husband every time call exceptional quality thank rebtel,5
3770,awesome,like way managing contacts offering service great job couple ecommerce websites impressed simplicity work,5
3771,nothing,youre awesome way,5
3772,awefull services,ive tried using rebtel time reach friend jamaica france,5
3773,great service,like,5
3774,best thing happen calling nigeria sofar,grate pls keep,5
3775,convinent,rebtel easy affordable hassel free service,5
3776,pleased,tired using phone card rebtel,4
3777,service rendered rebtel great fantastic except cost per minute eritrea high 010015 cents per minute attract customers,joined rebtel recentlyi much experience far good excellent service convinced wife subscribe rebtel,4
3778,good quality although little expensive comparaed calling cards,really good quality,5
3779,perfecto,great immigrants,5
3780,good clear service need better rates,clear consistent connection easy use although cant find saved contact mobile app,4
3781,outstanding,clarity great im speachless service found right phone company call ethiopia thanks mints free trial thanks lot im recommending service frinds,5
3782,best service used date,service good connection rates excellent would recommend anyone using overseas calling services,5
3783,would help automated rather efficient customer serviceparticularly concerns account lockout frustrating wait day resolve issue,whole service delivery good safe lethargic customer service,4
3784,good,good faster good sound cheap reat,5
3785,stat,like conzuluwadatransitcomzuluwadatransitcompany,4
3786,much satisfied,enjoyed everything rebtel,4
3787,good,good services,4
3788,excellent wish found sooner,dont wish found rebtel sooner would saved hundreds pounds calling girlfriend thailand dont worry watching clock phoned night wouldnt stop talking got bit worried cost releived find cost £145 58 minutes saving £40 normal bt call automatic top dont worry cut calls go straight sound excellent highly recommendable,5
3789,great,guys great job rebtel,5
3790,good,convenient fast easy use good call us world call us world,5
3791,best cheapest way keep touch,rebtel voip calls reliable clear bell even calling mobiles provintial cambodia works every time ive dropouts speech clear natural text function website great still cant believe cheap,5
3792,comparatively excellent service cost effective,rebtel renders excellent service reason rate 5star rates cost effective competitors offering much reasonably lower rates type services reason still hooked rebtel dont want share credit card information many guys least rebtel faithful would want continue rather changing services random want say look market trend bring customers servicesrates deserve,4
3793,excellent,love rebtel much easier clearer faster cheaper prepaid phone cards using dont know didnt start using earlier happy introduce friends,5
3794,rebtel rates best 28 years residing us,previously paid average 15000 per month call kenya spoke limited basis using verizon tmobile virgin mobile since discovering rebtels rates months ago spent 2500 per month calling kenya us speaks enough family rebtel family oriented company rebtel winner rebtel rocks keep premier customer service keep excellent rates best rebtel unbelievable,5
3795,fantastic,rebtel simple convenient dont connected internet use computer communicate use mobile phone start call anywhere anytime simply superb,5
3796,keep breaking conversation still keep ringing even phone end longer service,hope someday rebtel better services vonage h2o,2
3797,perfect,works fine,5
3798,cheaper skype bit complicated def worth,cheapest solution found far call traveling need buy local sim card use local phone though platform iphone could improved nice service cheap totally recommend every one easily add cheap contact sending local text message,4
3799,good company,good experience company good service,5
3800,rebtel da rebel,wifes family mostly vietnam atts discounted international rate roughly 10x pay rebtel call call us att rate 20x sound quality good delay issue real brainer,5
3801,cheap reliable,almost perfect im really satisfied company program use calling pc gives great quality calls sms possibility company also gives local phone number could call redirects calls authentication direction set mention rebtel prizes really cheap direction use regular basis,4
3802,good experience,started using rebtels services kind suspicious services cost phone calls mexico however made several calls say delivered everything promised glad customer,5
3803,extra,super operateur de telephonie international,5
3804,good sound quality,connection drops takes forever connect sound quality average,3
3805,reliable dependable,customer service representatives quick respond queries reliable dependable rebtel alot convenient buying calling cards hidden fees used saved next day,5
3806,recommend company one makes long distance call,best keep good work like service,5
3807,high rates,complain high calling rates call international looking low rates,2
3808,like rebtel service much,im happy subscribed rebtel services,5
3809,bad connection every time,bought card relatively cheap however compared phone cards ive ever used rebtel really bad connection usually takes three times finally reach someone often stops working middle call disappointed want customers know price thing matters,1
3810,cumbersome use,idea cool implemention clumsy adding new contacts phoning time consuming something like skype client using tapi something application would recognize phone numbers emails web etc clicking would allow added phoning contact would ala skype keep working could great,3
3811,works fine performs,rebtel application call packages work fine cheap,3
3812,cheap overseas calling company,yes rebtel way go ease login phone log time money spent best wouldnt go way also ease adding money account thank rebtel,5
3813,great service,im happy long service,5
3814,around excellent,affordable user friendly,5
3815,service works great,service terrific good audio quality,5
3816,best deal ever,happy service heard friend need kind advertisment telling friends families get service keep good work,5
3817,excellent,highly recommended,5
3818,pretty good accommodations better pricing compatiton,presume depending time period calls made usa occasionally suffer terms audibility doesnt make impossible communicate room improve sure,5
3819,great value ease use,appreciate introductory credit initial 10 sound quality great software easy use overall great value although hope price rate liberia come low nigerias rate better yet low indias rate thanks consideration regard,5
3820,good service kinks need worked,seems one better options making cheap international calls cents less google voice however setupregistration part difficult services run regular promotions always seems problem attempt use voucher accepted accidentally made purchase refunded money responded,3
3821,works really great smooth,made calls mobile short ones costs found rebtel decided try call dearest daily talk,5
3822,ashkif hejazi,evrey day wwack,5
3823,excellent service making international calls,perhaps effective service far found making overseas calls prompt clear bell cost effective,5
3824,need put telephone customer service,1st time use good 2nd time dont know happen give like 38 40 minut st call dropped 18 24 mn try reconnect connect give like 15 20 mn,3
3825,like way rebtel works us,sometimes lines good happy rate 19 cents minute netherlands,4
3826,great,great system call abroad really good voice without problems,5
3827,good service,rebtel good surprise wasnt expecting service work smoothly sometimes call good manly im calling cellphone israel cellphone brazil happens end call start problem fixed,4
3828,far im concerned network perfect,said earlier rebtel network good youre talking friend physically quite easy clear please try reduce speed charges thank,5
3829,expensive call ethiopia,long time customer pls give special,3
3830,im loving life,think bad rebetel page,5
3831,good reliable,using rebtel first time call india uk us connectivity times good complaint every time need call new number indiauk country rebtel expects register number rebtel website annoying may call number time still register online would good get workaround thanks,4
3832,beyond expectations,sceptical first incredible easy use phone service complaints company whatsoever would recommend anybody wanting call overseas,5
3833,best ive used far,easy use cheap prices comparing companies far problem used several times week,5
3834,easy expensive,set upits easy use however find expensive calling cuba expensive everywhere droped calls got charged really happy okay,3
3835,service rendered rebtel excellent unequalleda,professor one universities nigerria usa research leave hooked rebtel first day visit 10 numbers family friends call regularly time call numberr connection take less 10 secomds fast get also clear able talk long periods rebtel helped stay touch family friends home phenomenal thank rebtel,5
3836,farso good,rebtel services far delivered clear consistent communication channelat competitive rates go,4
3837,maravilloso,excellent way communication great deals thank much,5
3838,excellent rates,excellent service theyre offering cheap rates international calling phone world,5
3839,good experience rebtel,recommend one calls ethiopia use rebtel best service best connection,5
3840,veey happy tour service,tryed many companies one best clear voice without distortionsthank,5
3841,international mobile calls using free minutes bad,works fairly well issues line quality times otherwise best way use free minutes call overseas,4
3842,great idea good service,like rebtel offers one thing lower price nicaragua,3
3843,good site calling,yes speaking friend,5
3844,room improvements,impressed people manage connect especially nigeria hear clearly vice versa sometimes problem hear without hearing connecting tome bit longer normal think connecting charge bit higher considering uone pay vat recharging meanwhile ill keep using better offer,3
3845,really easy efficient effective,rebtel easy use tool efficient enough little impact operation phone cost effective,5
3846,excellent,service best best ever also cheap,5
3847,wonderful service,rebtel excellent able call uk france wonderful rebtel makes good economic sense,5
3848,excellent,worth havong,5
3849,careful,hi recently found rebtel quickly downloaded alternative quite expansive italian rates abroad calls needed sth cheap stay touch friends family poland however found hard way rebtel fees rates clear company want us believe example top credit charge extra tax example 20€ credit actually costs 23€ according rebtel website single minute polish mobile phone cost 0119€ brief chat sister around min 15€ disappeared account connection isnt great either overall sure rebtel great deal,2
3850,expensive,calls good charge high service,3
3851,hello,charges much order look alternatives may charges depend market analysis side limit call like south africa rwanda kenya countries africa,3
3852,super,easy perfect rapid connection,5
3853,work cases,find dificult make calls unfortunately bought credit realising,3
3854,great convinient service,using service mostly phone cards call country tanzania companies hidden fees rebtel easy voice quality good convinient use would definetely recomend using,4
3855,new user far excellent service,ive rebtel month everything gone well one thing dont seem able review calls ive made probably spotting click,4
3856,cheap conviniente price 100 recommendable,relation pricequality rebtel satifaces price side therefore sometimes quality best one much better programms,4
3857,rebtel best company communication ever known clear,reasons like rebtel clearhas reasonable rates gives receipts purchasing airtime one send sms give stars,5
3858,great service great value,quick easy use useful friends family abroad,5
3859,poor service,tarif crossponde time given,3
3860,perfect,surely recommend site everyone whole lot cheaper reliable far,5
3861,im impressed rebtel,best contacting family uniterrupted calls clear voice,5
3862,rebtel best,worke many telephone companies california texasbut far rebtel best definitely recommand friends,5
3863,great,great service,5
3864,great,best connection ever best value easy use,5
3865,rebtel best seen yet,introduced calling system friend weeks ago work come africa trying make calls troble showed system works even since using fine best system give local number number calling africa makes easy call concered rate rate lower pennies west africa help thanks,1
3866,great service hassle registering number remember,try keep rates compare calling card,4
3867,excellent,using rebtel years contact family nigeria thank much providing wonderful service rebtel rocks,5
3868,excellent,companies offering call rates cuba provide horrible connections wrong number dialing making dial several times get onesuite adding extra minutes calls charge minutes connected calls reimbursement tel3advantage found rebtels call quality cuba excellent similar skype difference price rebtel charges 899c per minute skype charges 1249 115 tax,5
3869,god,voice result good ok,5
3870,excellent call quality experience,generally bad service chargeminute ghana still high still recommend rebtel friend,4
3871,fantastic,happy service really fantastic,5
3872,impression,using services quite sometime impressed customer services man charge good person attentive clients befinited kindness called mr niclas lindroth problem called italy cameroon quite expensive read publicity cambe says calls cameroon cheap dissapointed calling kenya quite good personally prefer calling cameroon thanks hope rectify calling rate cameroon italy,3
3873,charge card didnot buy,make charges following days39312313315317318321322323 said refund 320how much refundyou carging buy card started buying rebtel card 3812 25 dollars go back paper works stated lit exit 45 dollars recharge ten dollars name bukola ayodele phone number 424 200 3039check record see hone called help make necesary adjustment please,1
3874,ok convenient service,okay rates could little lower phone cards better rates rebtel update soonest,4
3875,great company,really liked stuff convenient,5
3876,good service,would surely recommend company friends peers really works well,5
3877,great service,love fact dont stop store purchase cards service convinient,5
3878,easy use alot times calls get cut lose money,like easy way dialits convienent wait pins come emailrates awesomethe complaint sometimes get cut conversation,4
3879,good,everythings good hope future better thanks,5
3880,nothing compares,keep good job hype thus farexcellent,5
3881,thank much rebtel,satisfied rebtel promises deliver find calls make cheap connection better expected support department professional,5
3882,makes happy,happy reach friends kenya chaplin easy already recomeded several friends,5
3883,affordable convenient accessible service tried,set easy love loval number able review call detail would like pay husband call directly nigeria like call rebtel vover tje expenses,5
3884,great service great care rates cheap,tested service good problems software customer care solve,5
3885,soo great,youre amazing hope change price less 115 saudi arabia thats thank sooo much xoxo,5
3886,rebtel saved lot dollars thanks,company us good helps many reach members family loved ones abroad instantly minimium cost,5
3887,rebtel rocks keeps connected loved ones 12 world away,rebtel rocks keeps connected loved ones 12 world away really says want hear little service reasonable reliable ive never problem thank rebtel,5
3888,amazing,really love rebtel amazing thats word really describe really simple cheap dont steal money cany imaging bill rebtel love,5
3889,excellent service good voice quality,difficulties become customer contacted hot line help received immediately everything working perfectly good company good prices,5
3890,good almost perfect,speek hour ocean connection stable somotimes litle poor hard hear sometimes really forget dont speak regular telephone price best ever simply number dialing like call friend city really recommend service everyone,4
3891,easy memorize local numbers,best thing rebtel go online set long international phone numbers local easytoremember phone number instead dialing 15 numbers make international call type standard local number uses first digits varies couple last ones depending im calling,5
3892,good sevices thanks,friend tell,5
3893,service great hope better least strong recommaned,great connection nevers seen,5
3894,impressive,elegant exciting new way make calls globally unbelievably cheap rates point cheaper making local calls countries,5
3895,enough minutes cell phones,wish minutes cell phone time bought 10 dollars credits 40 minutes talk time edge cards bucks get least 60 minutes call time also type bonus program returning customers maybe like dollar credit sort thanks,5
3896,handy,rebtel good service use todays cell phone world great call anywhere world mostly live us great experience calling friends family london scottland india germany australia france however pick calls canada fustrating get cell phone bill find ive charged arm leg canada yet hours calls 45,3
3897,based experience far rebtel fantastic,dear rebtel,5
3898,goodwork,like service especially got last credit directly cellphoneand continued talking right awaythat really good servicekeep,5
3899,easy use cheapest far,satisfied rebtel especially simple recharge middle call far cheapest rate ive seen especially call overseas great,5
3900,good far,calls disconnected clear cheap,5
3901,hate fetchup,sometimes calling fetchup,3
3902,hassle free,really good service easy join easy call family world one cheapest ways talking issue calls daugther based scotland still quite expensive expensive local provider though,5
3903,worthy enough use service lot better,rebtel pretty good terms rate loved new rebtel android application,3
3904,great,well call cote divoire easy problems never dropped calls signal council comfortable code number phone everything becomes easier friends rebtel,5
3905,balance update would make perfect,easy use quick add credit way check balances log would perfect voice message app one could view balance without log online,4
3906,say,get good rates hassle easy convenient cheapest rates uk germany favorite peeps enter numbers international numbers frequently use given local number dial rare trickery involved contract month initial deal always rate surprises thank rebtel,5
3907,recommend company anyone wish business good,company give expect best international call like service thanks,5
3908,saves money calls,get wagon money saving,5
3909,problem,issuses call rebtel sadleymy money first disappeard without calling someone got back account cant call anyone contactssent lot mail rebtel 4days still could use credit voice tell credit low even 20 pounds therei dont know nobody seems able contact,2
3910,good,good simple easy use,5
3911,useful,also review price call mali price seems expensive,3
3912,excellent services,reduce charges international call especially poor countries like yemen,5
3913,exelent service,rebtel talken example companies relation pricesrates quality services,5
3914,donpanco lx,free calls rebtel users cheap international calling everyone else use wifi 3g local minutes make calls sign get started calling 30 seconds,5
3915,good cigar,looks like good deal far someone else set account hes country took start new account since didnt email address wanted use original phone number anyhow went ok first attempt call said money account maybe fault checked credit card account andit charged 20 second attempt seems gone right much may fault worth little trouble save good bit money especially days,4
3916,super easy dependable good deal,great idea specially also give gift friend easy worldwide connection also cell local call,5
3917,well overwhelmed rebtels services,well welcome united states america well came know next thing mind let friends family know made safely try get number activate rebtel best far international calls cheap reliable,5
3918,excellent website make international call,know therw site use call parents ghana friend mine told truelly enjoied problem fast minute run fix part good excellent,4
3919,moderate,think service good fact different countries different rates fare,2
3920,says well integrated phone,lowest long distance close provision local phone numbers call cameroon numbers big help android app integrates well pbone,4
3921,website gives wrong information,said calling china 09 cent actually 19 cents,1
3922,subscription,thinking country subscriptions recently skype increased mine 400 good biz opportunity,4
3923,rebtel giving excellent services customers,since joined rebtel customer benefited lot able call loved ones back country reasonable cost without kind difficulty great desire recommend rebtel friends family members live united states thank much please keep good work,5
3924,bonne qualité sonore pour cuba,simple dutilisation,5
3925,really works fine,start using service 2012 canada call cuba one higher rates worldwide works fine landline mobile network ok crystal clear expect telephone company recommend sure,4
3926,disappointing,joined rebtel call israel landline call frequently service didnt work first two weeks,3
3927,wonderful facility want,rebtel fantastic way communicate overseas affordable price allows one talk freely without much worried increasing duration conversation affordable talk like made local call recharging ones account simple instantaneous,5
3928,idea dont enter pin number dialing number,im really impressed product,4
3929,best price international calls,cheaper skype prices international calls cheaper gsm operator turkey pay 50cent per international calls rebtel cheaper thats im using,5
3930,good service thanks,five stars good service thanks,5
3931,love,love service wish would known sooner,5
3932,staying connected wonderful thing,daughter husband living rwanda next two years thought staying touch would hard rebtel call easily fourteen minute call costs 225 service easy use connection crystal clear,5
3933,awesome,love call quality low rate,5
3934,excellent,happy service problems,5
3935,easy useexcellent voice quality dial number rings right away fantastic,easy useexcellent voice quality dial ringsfantastic,4
3936,great service lets call home cheap,rebtel great service offers cheap rates foreign countries saved great deal since started using rebtel would highly recommend anyone,5
3937,good,betterbecause easy fast,5
3938,reliable though costly,think found reliable international calling system however quite costly infact would hesitate recommend friends,4
3939,rebtell like wonderful window communicate beloved cuba,communication cuba difficult united states everybody know rebtel make easier safer call cuba using rebtel like local call wonderful us thanks rebtel,5
3940,good,nice quality sound easy connection,5
3941,excellent,rebtel came boon communicating family friends,5
3942,recomend company,call el salvador somewhat expensive call collect best call mexico best,5
3943,rebtel phone service second none,rebtel best internet phone service ever used hassle connection high quality clear voice resonable charges also folks customer support responsive courteous,5
3944,good,would surely recommend rebtel,4
3945,splendid,comments,5
3946,good expensivenot advertised,£700 lot call belgium american land line proclaimed one week,3
3947,hassle connect loved ones,excellent service respects reservation calling rates lowered match competition,5
3948,great service provide us,use rebtel everyday talk girlfriend currently another country problems connection prices great still use havent even thought using ways make international calls,5
3949,excellent,easy call pin click contact list,5
3950,really like,clear continuous great service refill system good,5
3951,friendly rapid service,piece frienfly advice clear support contact people round world save money,5
3952,good service excelente rate,im surprise phone card,4
3953,great price nice solution,rebtel great alternative international calling cell phone carrier charges lot international calls looking cheaper solution like rebtel call directly cell phone also program laptop time calls clear experienced choppiness distortion im happy rebtel cant wait release blackberry app older os versions os,4
3954,je veu sa soit plus de munite,doesnt give much munite call,1
3955,recommended,found service good easily accessible,5
3956,works fine,calling ghana daily basis one hickup far good get free call try service,4
3957,great service great rates overseas,thank rebtel staff great help wonderful service would recommend rebtel everyone,5
3958,economical reliable service,like dont problem calling folks back home rates cheaper phone service right definitely continue using,5
3959,love services,using rebtel month amazing able make international calls low rate,5
3960,one best telephone companies,enjoy using rebtel experienced disappointment since using hesitate recommend company anybody however could still improved hence effort made make best topmost best thanks rev fr adedeji,5
3961,love rebtel,year ago husband paid 500 dollar bill phone company calls text messages sent back forth trip africa time put 25 dollars rebtel great wanted min easy sign account put bucks suggest rebtel anyone traveling international calling bill way cheap convenient,5
3962,good quick call family afar friends home,yes using speakmily friends fa,4
3963,better,one problem often happened call somebodywhether heshe call always shows heshe busy cant connected fact dont know every time anyway good software like thank,4
3964,reliable rebtel,rebtel much reliable dependable especially staying abroad,5
3965,excellent,love service good value,5
3966,good quality app improved,satisfied service droid app also nice improved adding contact numbers direct calling options also resorting ability assigned phone numbers would handy,5
3967,good deal,good rates better quality used razacom quality deteriorated time hope happend rebtel,5
3968,best,think best phone service ever used,5
3969,im happy service,make calls italy wish calls cell phones less expensive landlines make calls incredible price cell phones 20 cents minute think little overpriced overall really like rebtel,3
3970,superb services supplied,great service best sound quality compared skype,5
3971,rebtel works well im satisfied,rebel pretty good rate calling cellphones nigeria low also connection always clear love convenience able pick phone dial international number like local number also make calls phones tied account youll need primary account phone number pin complaint charged twice single text message sent im sure recipient even got message,4
3972,best far market ive found,best far market ive found quality call clear voice possibility send text sms message plus price liveable looking forward especialy discount,5
3973,it´s really awesome,using call cuba get time fast aces company,5
3974,youre excellent organized company thank service,im already invited friends use services,4
3975,excellent,reaaly glad found makes international calls much easier cheaper,5
3976,reduce morethe charges,good performance,4
3977,could get improve function better,would love say im really glad im using rebtel really work pretty good im calling back home even call overseas friends thumbs,4
3978,great quality high price,service offers one best call quality different ones tried also reliable call drops connection goes throguht fast price per minute however competitive,4
3979,good quality,really nice use service connect family living oversea,4
3980,great get singapore account mixed account canada causing lot trouble,would careful account rebtel another country,1
3981,perfect,love rebtel benn using almost years never failed always good connection fairly cheap easy use highly recommended,5
3982,overall good use,sound quality good 80 time call get disconnected automatically,4
3983,great product good service,using rebtel abt months htc android ever evolving product getting better terms possibilities something feel biggest strength,5
3984,outstanding wonderful services,try wonderfull,5
3985,great call quality good prices,already said pretty much everything title working flawless way better price competition thank saving lot money,5
3986,great call quality,hi got service good clear voice quality call connected quickly appreciate service want reduce call rate bangladesh still rate company thanks bringing new service,5
3987,awesome,since moved us cheapest clearest company dealt rebtel thank rebtel thank bonuses gaining every time tell friend,5
3988,awesome,great service hidden charges please qualify nigeria rebtel country,5
3989,efficient connection cheap,enjoyed using rebtel long time high quality never disappointed well communication solve problem veey efficient knowledgeable staff thanks rebtel,5
3990,pat,excellent service,5
3991,great experience,always wanted cheap way talk family friends back home rebtel thanks,5
3992,okay,services ok improve,5
3993,satisfied,worst garbage ever used boast cheap calling price got phone plan back charged phone company using rebtels loca numbers ended paying rebtel phone company expensive rebtel make point make sure customers information use happened went back rebtel website almost hour looking website found landlines also get charged local phone company needs bold lot clear visible dont recommend company,1
